cpf_em_texto_14,cartao_mascarado,data,hora,valor,estabelecimento,ramo,tipo_transacao,adquirente,status
728.165.043-44,455867******8320,2026-04-21,11:23:43,13.41,Drogasil,Farmácia,Online,Cielo,Aprovada
596.407.123-61,492483******5092,2026-06-06,07:26:28,76.15,Booking,Viagens,Presencial,Getnet,Aprovada
792.134.680-40,453838******1744,2026-01-31,17:50:09,59.01,Mercado Livre,E-commerce,Presencial,PagSeguro,Aprovada
043.297.658-29,469234******5273,2026-03-17,01:49:42,48.4,Loja Online X,E-commerce,Online,Cielo,Negada
942.385.017-05,437231******5209,2026-03-26,16:25:46,105.42,Uber,Mobilidade,Online,Stone,Aprovada
714.230.896-69,478981******3509,2026-06-02,22:35:36,39.66,Carrefour,Supermercado,Presencial,Stone,Aprovada
721.854.309-04,445370******2280,2026-02-24,07:54:29,87.88,Booking,Viagens,Presencial,Cielo,Aprovada
372.148.056-26,428191******3037,2026-06-30,00:29:01,16.41,Drogasil,Farmácia,Online,Rede,Aprovada
214.607.598-85,462302******7926,2026-05-08,01:00:58,20.91,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
249.538.670-92,429842******2859,2026-06-17,01:36:24,23.61,Booking,Viagens,Presencial,Rede,Aprovada
238.516.974-64,402917******9831,2026-02-19,07:55:33,38.72,Raia,Farmácia,Presencial,PagSeguro,Aprovada
920.345.716-06,466856******5197,2026-04-12,07:08:38,22.36,Decathlon,Esportes,Online,Stone,Aprovada
952.463.810-05,479236******3248,2026-02-02,15:33:35,35.88,Apple,Tecnologia,Online,PagSeguro,Aprovada
106.345.278-35,453150******5503,2026-02-18,23:50:02,14.61,Amazon BR,E-commerce,Presencial,Stone,Aprovada
875.049.321-32,405694******9945,2026-01-01,20:29:31,51.05,Renner,Varejo,Online,Stone,Aprovada
497.613.852-64,445720******9082,2026-01-05,10:06:11,19.29,Decathlon,Esportes,Presencial,Stone,Aprovada
472.013.859-41,498821******5927,2026-01-28,17:22:26,60.97,Renner,Varejo,Presencial,Stone,Aprovada
384.017.659-00,474686******0230,2026-06-25,23:20:28,67.69,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
103.628.947-87,478603******4372,2026-03-27,13:49:28,34.63,Renner,Varejo,Presencial,Stone,Aprovada
215.760.398-03,466631******9817,2026-03-14,07:06:45,49.38,Steam,Games,Online,PagSeguro,Aprovada
190.457.826-85,423289******8305,2026-03-18,01:45:52,21.23,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
157.823.904-41,403259******8873,2026-06-25,12:12:09,38.59,Raia,Farmácia,Presencial,PagSeguro,Aprovada
569.370.428-92,494664******7259,2026-02-17,21:22:47,30.98,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
013.684.972-50,432575******8879,2026-02-23,19:59:11,49.71,Raia,Farmácia,Online,Getnet,Aprovada
178.062.954-02,423830******7560,2026-06-04,15:10:12,29.08,Loja Online X,E-commerce,Presencial,Rede,Aprovada
631.528.740-90,489852******4888,2026-06-19,13:22:59,43.47,Shell,Combustível,Presencial,Getnet,Aprovada
764.823.195-64,476276******1040,2026-02-10,05:26:04,37.01,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
192.786.435-64,475848******0430,2026-03-16,17:27:28,24.69,Drogasil,Farmácia,Online,Getnet,Aprovada
542.607.918-85,469363******4529,2026-06-05,00:08:07,44.08,Renner,Varejo,Presencial,Cielo,Aprovada
301.629.857-03,455858******5026,2026-02-22,06:34:42,92.13,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
170.243.658-62,474096******5063,2026-03-17,19:57:07,12.21,Apple,Tecnologia,Presencial,Cielo,Aprovada
108.365.942-15,498328******7661,2026-05-22,20:18:29,13.18,LATAM,Viagens,Presencial,Rede,Negada
516.983.047-57,485554******6767,2026-06-28,19:34:40,29.17,Google,Tecnologia,Presencial,Cielo,Aprovada
493.157.086-01,428799******6812,2026-04-23,17:54:16,12.68,Drogasil,Farmácia,Presencial,Getnet,Aprovada
178.206.543-17,493389******1254,2026-02-01,21:33:29,49.09,LATAM,Viagens,Presencial,Rede,Aprovada
872.541.039-32,401552******5238,2026-02-26,05:33:09,12.53,Renner,Varejo,Presencial,Stone,Aprovada
809.671.542-94,474715******6619,2026-02-11,06:49:02,18.1,Raia,Farmácia,Presencial,Rede,Aprovada
845.769.102-30,451452******8623,2026-04-17,00:39:18,11.32,Eletrônicos Y,Tecnologia,Online,Getnet,Aprovada
059.726.431-70,487980******4906,2026-01-11,19:47:26,25.77,Eletrônicos Y,Tecnologia,Presencial,Rede,Aprovada
578.460.321-35,480124******4724,2026-02-28,11:49:40,13.52,Pão de Açúcar,Supermercado,Online,Rede,Aprovada
869.173.405-10,465205******2040,2026-01-29,03:08:40,32.25,iFood,Alimentação,Presencial,Cielo,Aprovada
058.793.246-56,495143******3575,2026-02-13,07:38:44,29.43,Decathlon,Esportes,Online,Cielo,Negada
793.248.501-05,403507******2779,2026-03-23,20:55:47,34.87,Amazon BR,E-commerce,Presencial,Rede,Aprovada
671.954.803-48,411237******5347,2026-01-14,10:33:50,66.45,Renner,Varejo,Online,PagSeguro,Aprovada
743.180.925-50,427143******2946,2026-01-25,23:08:37,49.65,Carrefour,Supermercado,Online,Stone,Aprovada
946.713.805-01,463490******5710,2026-01-30,05:04:49,35.53,Decathlon,Esportes,Online,Stone,Aprovada
206.591.378-95,428819******4738,2026-04-07,07:26:16,23.28,Magalu,Varejo,Online,Stone,Aprovada
406.517.298-58,464348******8306,2026-06-01,22:24:52,53.11,LATAM,Viagens,Presencial,Stone,Aprovada
652.703.491-16,491784******4960,2026-02-25,01:00:17,63.01,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
485.312.607-44,402277******1299,2026-04-26,19:17:09,23.95,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
076.549.813-84,401079******7613,2026-06-15,12:54:12,24.52,Netshoes,Varejo,Online,PagSeguro,Aprovada
531.690.482-60,484652******5771,2026-03-25,17:24:14,99.03,Loja Online X,E-commerce,Presencial,Rede,Aprovada
215.089.763-68,430333******6213,2026-01-06,03:37:59,37.85,Pão de Açúcar,Supermercado,Online,Cielo,Aprovada
517.048.392-97,499262******6915,2026-01-30,14:11:52,27.27,iFood,Alimentação,Presencial,Getnet,Aprovada
706.283.495-56,439847******3682,2026-06-17,19:47:43,55.05,Amazon BR,E-commerce,Presencial,Rede,Aprovada
089.342.715-23,415754******8269,2026-03-04,22:33:00,35.86,Magalu,Varejo,Presencial,Getnet,Aprovada
473.928.105-88,439176******3924,2026-05-17,10:39:46,23.54,Decathlon,Esportes,Online,Getnet,Aprovada
785.436.920-83,481244******8248,2026-04-28,04:40:11,32.99,Renner,Varejo,Presencial,Rede,Aprovada
519.870.243-97,432437******5957,2026-02-20,08:31:47,107.31,Magalu,Varejo,Presencial,Getnet,Aprovada
032.679.584-74,418825******8627,2026-06-28,23:26:58,24.61,Apple,Tecnologia,Presencial,PagSeguro,Aprovada
039.628.574-00,451726******7920,2026-06-10,11:58:46,18.15,Renner,Varejo,Presencial,Rede,Aprovada
754.618.023-62,403536******4614,2026-05-01,18:02:11,125.35,PlayStation,Games,Presencial,Cielo,Aprovada
309.825.741-50,422272******4189,2026-01-01,03:24:22,47.55,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
023.589.147-97,497893******7171,2026-06-11,18:42:08,28.72,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
257.896.043-74,474426******1476,2026-03-08,07:16:43,61.84,Drogasil,Farmácia,Online,Cielo,Aprovada
674.892.310-78,476245******3787,2026-06-10,03:53:28,26.06,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
485.312.607-44,402277******1299,2026-04-10,05:23:50,36.17,Renner,Varejo,Online,PagSeguro,Aprovada
571.486.293-73,452973******2507,2026-04-12,01:30:00,126.34,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
150.492.863-60,439658******4623,2026-01-23,00:11:40,40.16,LATAM,Viagens,Presencial,PagSeguro,Aprovada
215.760.398-03,466631******9817,2026-03-14,06:45:33,104.84,Drogasil,Farmácia,Presencial,Rede,Aprovada
031.849.625-98,462477******5032,2026-02-08,16:44:46,36.1,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
758.321.046-17,494482******9336,2026-04-08,18:58:51,73.12,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
856.791.024-20,457785******3984,2026-05-24,23:18:33,53.8,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
043.297.658-29,469234******5273,2026-06-13,17:13:26,118.95,Mercado Livre,E-commerce,Presencial,PagSeguro,Aprovada
670.423.198-69,475720******1136,2026-04-09,05:06:52,89.89,Decathlon,Esportes,Presencial,Getnet,Aprovada
371.402.658-44,496297******2024,2026-06-08,17:30:26,20.6,Netshoes,Varejo,Presencial,Getnet,Aprovada
562.308.974-74,480577******1749,2026-03-02,01:48:25,49.16,Magalu,Varejo,Online,PagSeguro,Negada
658.431.027-26,419951******3512,2026-04-08,09:54:41,45.99,Renner,Varejo,Online,Cielo,Aprovada
089.342.715-23,415754******8269,2026-02-11,01:02:30,42.1,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
087.924.163-22,433906******2447,2026-05-26,11:20:07,59.44,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
261.750.493-06,493514******7115,2026-04-27,19:07:21,42.87,Renner,Varejo,Online,Rede,Aprovada
179.685.234-19,456324******5430,2026-02-09,17:06:27,23.45,Spotify,Assinaturas,Online,PagSeguro,Aprovada
745.603.982-83,454560******5715,2026-02-11,00:02:55,45.19,Drogasil,Farmácia,Presencial,Getnet,Aprovada
612.709.543-34,406966******0050,2026-04-11,01:28:18,90.32,Spotify,Assinaturas,Online,PagSeguro,Aprovada
926.175.483-09,455267******7042,2026-02-27,14:23:15,34.29,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
651.970.348-66,408875******1884,2026-05-27,19:35:58,23.2,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
194.576.283-73,413356******1321,2026-03-18,20:55:16,151.3,Spotify,Assinaturas,Presencial,Cielo,Aprovada
743.180.562-44,462853******0383,2026-05-30,14:08:29,9.5,Booking,Viagens,Presencial,PagSeguro,Aprovada
791.402.635-25,428768******6735,2026-02-08,19:19:12,98.09,Amazon BR,E-commerce,Presencial,Rede,Aprovada
027.153.864-35,475839******4991,2026-06-29,00:12:13,114.2,Magalu,Varejo,Presencial,PagSeguro,Aprovada
753.260.189-77,455998******8344,2026-02-17,11:03:44,105.85,iFood,Alimentação,Online,Cielo,Aprovada
876.594.210-85,493257******9047,2026-05-24,21:14:14,62.63,Google,Tecnologia,Presencial,Rede,Aprovada
852.479.301-50,447248******2099,2026-01-05,16:20:21,19.31,Spotify,Assinaturas,Presencial,Stone,Aprovada
861.042.579-76,496019******4757,2026-05-27,16:18:29,23.23,Apple,Tecnologia,Online,Stone,Aprovada
985.371.246-64,422101******6493,2026-02-12,21:47:08,25.93,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
460.921.375-34,427006******0256,2026-06-03,13:35:11,14.07,Loja Online X,E-commerce,Online,Getnet,Aprovada
981.732.504-05,448523******9086,2026-01-29,22:04:15,40.66,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
137.985.204-88,495551******6140,2026-01-23,06:29:30,110.32,Uber,Mobilidade,Presencial,PagSeguro,Negada
719.546.380-00,464495******1413,2026-03-20,01:12:27,49.3,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
456.389.702-74,492921******3645,2026-04-04,15:43:12,12.43,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
014.596.723-99,489085******9779,2026-05-24,21:39:44,17.85,Raia,Farmácia,Presencial,PagSeguro,Aprovada
984.035.721-23,490683******8204,2026-03-29,16:40:56,49.73,Drogasil,Farmácia,Online,Rede,Aprovada
812.963.570-40,405645******1611,2026-01-02,00:17:42,48.63,Decathlon,Esportes,Online,Rede,Aprovada
678.243.950-65,420194******9962,2026-01-10,16:26:16,28.64,Apple,Tecnologia,Online,Rede,Aprovada
814.297.653-64,417787******2130,2026-05-20,02:07:54,36.61,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
645.381.720-90,441096******8595,2026-01-21,00:31:06,11.4,Uber,Mobilidade,Presencial,Cielo,Aprovada
908.576.423-83,481136******7742,2026-01-10,01:52:21,14.56,iFood,Alimentação,Presencial,PagSeguro,Aprovada
967.421.305-80,474550******2585,2026-05-08,10:07:16,30.32,Amazon BR,E-commerce,Online,Getnet,Aprovada
621.074.398-69,427862******0974,2026-05-30,08:38:54,21.03,PlayStation,Games,Presencial,Rede,Aprovada
869.721.504-85,498243******2416,2026-01-02,10:21:30,31.62,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
130.469.827-04,458581******0607,2026-04-16,11:59:15,18.53,Raia,Farmácia,Presencial,PagSeguro,Aprovada
869.173.405-10,465205******2040,2026-01-14,05:07:21,41.38,Netshoes,Varejo,Presencial,Cielo,Aprovada
982.710.534-50,457567******4373,2026-01-04,11:36:31,180.61,Netshoes,Varejo,Online,Getnet,Aprovada
527.931.406-43,488701******2563,2026-01-14,11:44:06,10.14,Uber,Mobilidade,Presencial,Getnet,Aprovada
819.403.572-41,499768******6846,2026-01-09,01:59:57,53.83,Spotify,Assinaturas,Online,Stone,Aprovada
459.786.012-67,478731******6912,2026-06-04,08:37:27,31.7,Raia,Farmácia,Presencial,Stone,Negada
652.389.041-42,453433******7215,2026-06-19,11:21:09,22.76,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
042.897.153-97,460138******8097,2026-03-04,14:32:49,37.37,LATAM,Viagens,Presencial,Cielo,Aprovada
183.260.579-59,439545******2748,2026-05-15,20:27:37,42.57,Loja Online X,E-commerce,Online,Rede,Aprovada
763.952.418-00,462583******7287,2026-03-21,10:43:05,37.71,Uber,Mobilidade,Online,Rede,Aprovada
095.826.347-74,485875******4268,2026-05-27,17:33:15,24.81,Shell,Combustível,Presencial,Cielo,Aprovada
203.697.815-03,490722******2802,2026-06-04,05:41:57,23.92,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
349.018.625-70,485107******0337,2026-02-20,02:17:08,48.05,Google,Tecnologia,Presencial,Stone,Aprovada
395.072.164-99,455236******2309,2026-02-23,09:52:45,76.03,Netshoes,Varejo,Online,PagSeguro,Aprovada
473.928.105-88,439176******3924,2026-05-07,21:28:31,48.43,Eletrônicos Y,Tecnologia,Online,Cielo,Aprovada
510.293.847-97,490530******7699,2026-04-16,22:40:50,46.71,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
634.097.215-25,488406******1618,2026-01-27,18:04:08,11.08,PlayStation,Games,Online,Rede,Aprovada
641.089.573-93,411281******9986,2026-03-26,06:05:25,69.67,Carrefour,Supermercado,Presencial,Stone,Aprovada
261.750.493-06,493514******7115,2026-06-24,15:56:15,18.95,Raia,Farmácia,Presencial,Getnet,Aprovada
964.583.017-66,430959******2778,2026-05-16,08:33:53,33.18,Shell,Combustível,Presencial,PagSeguro,Aprovada
652.894.071-11,421855******5847,2026-02-18,04:13:19,75.83,iFood,Alimentação,Presencial,Cielo,Aprovada
034.782.659-83,442947******1081,2026-04-16,16:59:52,51.95,Eletrônicos Y,Tecnologia,Online,Cielo,Aprovada
027.685.314-80,498962******5390,2026-04-20,15:16:23,14.5,Amazon BR,E-commerce,Presencial,Rede,Aprovada
294.871.536-91,465963******8766,2026-04-06,10:35:35,66.05,Magalu,Varejo,Online,PagSeguro,Aprovada
234.165.078-35,453107******7697,2026-02-06,17:55:15,43.66,Raia,Farmácia,Presencial,Rede,Aprovada
781.964.320-03,492721******0136,2026-05-26,06:26:11,61.02,Shell,Combustível,Presencial,Stone,Aprovada
514.723.908-14,408298******8026,2026-04-24,02:28:12,39.04,Apple,Tecnologia,Online,Rede,Aprovada
742.039.851-88,419802******2199,2026-03-27,03:07:05,101.26,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
862.350.971-40,465761******2831,2026-04-14,23:52:57,33.89,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
461.235.780-90,400319******2572,2026-02-12,21:24:09,13.02,PlayStation,Games,Online,PagSeguro,Aprovada
813.926.054-15,442364******1377,2026-01-18,13:04:00,39.92,Decathlon,Esportes,Presencial,Getnet,Aprovada
047.982.163-13,450205******3451,2026-03-28,00:28:55,58.17,Magalu,Varejo,Online,Stone,Aprovada
578.324.160-17,490164******1879,2026-02-09,04:08:02,33.17,Renner,Varejo,Presencial,Stone,Aprovada
879.021.536-21,433508******7875,2026-04-26,22:11:10,18.73,PlayStation,Games,Presencial,Getnet,Aprovada
130.469.827-04,458581******0607,2026-01-01,20:41:40,14.12,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
032.679.584-74,418825******8627,2026-06-12,10:38:06,45.75,Netshoes,Varejo,Online,Getnet,Aprovada
315.468.270-80,418804******5090,2026-06-25,19:11:03,32.64,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
619.347.250-99,471571******7859,2026-05-10,02:07:51,454.96,PlayStation,Games,Online,PagSeguro,Aprovada
461.235.780-90,400319******2572,2026-04-20,09:03:53,8.38,Decathlon,Esportes,Online,Cielo,Aprovada
198.647.320-13,416084******2235,2026-06-06,17:51:00,51.46,Magalu,Varejo,Online,Rede,Aprovada
597.308.641-01,403629******9153,2026-04-06,00:30:44,74.21,Raia,Farmácia,Presencial,Stone,Aprovada
032.719.654-80,446080******4008,2026-04-07,23:39:27,35.34,Google,Tecnologia,Presencial,Getnet,Aprovada
743.960.152-16,428057******0873,2026-05-02,20:39:04,39.02,Shell,Combustível,Presencial,Cielo,Aprovada
420.581.796-76,465719******6982,2026-05-06,15:39:59,32.16,Steam,Games,Online,PagSeguro,Aprovada
089.342.715-23,415754******8269,2026-05-05,18:57:20,23.22,Carrefour,Supermercado,Presencial,Cielo,Aprovada
190.457.826-85,423289******8305,2026-05-26,23:42:29,29.66,Apple,Tecnologia,Online,PagSeguro,Aprovada
467.983.051-48,418762******3071,2026-06-13,06:51:00,15.24,Mercado Livre,E-commerce,Online,PagSeguro,Negada
249.061.738-96,439367******8708,2026-02-08,00:37:37,16.71,Drogasil,Farmácia,Online,Getnet,Aprovada
284.513.706-08,414338******4396,2026-04-01,12:13:08,23.41,Pão de Açúcar,Supermercado,Online,Getnet,Aprovada
317.805.926-12,425869******3793,2026-06-17,04:04:45,23.08,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
519.870.243-97,432437******5957,2026-05-04,01:16:45,30.26,Google,Tecnologia,Online,Cielo,Aprovada
460.587.231-08,472752******5578,2026-01-15,08:23:02,14.84,Renner,Varejo,Presencial,Stone,Aprovada
964.327.810-78,490595******9649,2026-01-14,20:59:38,69.52,Decathlon,Esportes,Online,PagSeguro,Aprovada
967.025.318-77,466994******6137,2026-03-22,05:59:55,57.32,Uber,Mobilidade,Presencial,Getnet,Aprovada
657.301.948-20,417725******5323,2026-01-23,17:49:20,38.49,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
925.471.603-07,440523******3609,2026-01-04,21:33:15,16.28,Carrefour,Supermercado,Presencial,Cielo,Aprovada
473.129.506-80,469519******7910,2026-01-17,01:50:15,118.94,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
872.163.945-00,449925******4231,2026-05-17,14:26:18,27.3,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
402.756.918-02,444659******9193,2026-03-17,07:24:20,34.24,Uber,Mobilidade,Online,Getnet,Aprovada
657.293.041-61,432716******6428,2026-01-16,23:24:01,26.83,Carrefour,Supermercado,Presencial,Getnet,Aprovada
627.485.903-92,464481******7903,2026-03-18,12:35:06,49.88,Decathlon,Esportes,Online,Cielo,Aprovada
357.621.809-21,471550******7893,2026-01-26,12:20:32,15.35,Booking,Viagens,Presencial,Getnet,Aprovada
697.538.201-86,480405******3452,2026-03-16,08:06:16,40.43,Spotify,Assinaturas,Presencial,Getnet,Aprovada
192.768.304-13,442355******8321,2026-02-05,02:38:19,23.89,Amazon BR,E-commerce,Presencial,Stone,Aprovada
645.381.720-90,441096******8595,2026-02-17,01:17:32,31.79,Google,Tecnologia,Presencial,Getnet,Aprovada
791.045.623-99,434574******0931,2026-05-06,11:18:04,19.94,Renner,Varejo,Online,PagSeguro,Aprovada
649.203.578-00,414735******8438,2026-06-28,00:19:30,28.09,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
253.160.874-53,451497******0219,2026-06-08,19:43:58,120.86,Renner,Varejo,Online,Rede,Negada
752.846.903-38,480900******5513,2026-01-08,07:23:13,15.79,Mercado Livre,E-commerce,Online,Rede,Aprovada
032.679.584-74,418825******8627,2026-01-11,23:49:42,43.81,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
156.287.409-85,425245******2515,2026-02-28,20:11:09,90.74,PlayStation,Games,Presencial,Cielo,Aprovada
159.248.073-04,420020******1944,2026-03-17,14:09:22,31.53,Drogasil,Farmácia,Presencial,Stone,Aprovada
893.410.267-50,442160******0748,2026-06-27,13:19:15,57.58,Steam,Games,Presencial,Stone,Aprovada
384.017.659-00,474686******0230,2026-01-10,08:40:51,34.28,LATAM,Viagens,Presencial,Cielo,Aprovada
376.528.140-90,401029******8608,2026-04-14,08:11:31,33.39,Magalu,Varejo,Presencial,Stone,Aprovada
614.358.720-53,404637******3235,2026-01-01,21:58:16,14.67,Apple,Tecnologia,Presencial,Cielo,Negada
620.751.349-52,456099******2093,2026-04-11,05:45:54,49.33,Spotify,Assinaturas,Online,Cielo,Negada
369.027.145-25,468572******8415,2026-03-18,10:58:58,23.71,Apple,Tecnologia,Online,Getnet,Aprovada
814.652.097-94,430581******0057,2026-06-02,11:30:44,45.12,Mercado Livre,E-commerce,Presencial,PagSeguro,Aprovada
658.320.147-07,418902******9237,2026-02-05,17:11:36,77.42,Amazon BR,E-commerce,Presencial,Rede,Aprovada
349.018.625-70,485107******0337,2026-03-07,18:45:05,37.12,Renner,Varejo,Presencial,Stone,Aprovada
562.093.148-05,427294******5165,2026-05-12,06:35:46,95.6,Decathlon,Esportes,Presencial,Rede,Aprovada
465.790.821-94,409536******8943,2026-05-20,15:06:15,36.56,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
496.327.501-52,432153******5651,2026-02-14,03:53:27,61.44,Spotify,Assinaturas,Presencial,Rede,Aprovada
471.562.308-08,418913******1221,2026-02-10,17:53:04,37.28,Raia,Farmácia,Online,PagSeguro,Aprovada
056.289.471-30,404488******3814,2026-06-23,17:01:01,15.33,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
170.834.659-75,423847******0895,2026-03-09,22:08:35,31.32,Steam,Games,Online,Stone,Aprovada
612.984.375-55,415757******9683,2026-04-05,01:58:03,18.84,Drogasil,Farmácia,Presencial,Rede,Aprovada
512.083.476-08,447907******4482,2026-02-08,19:13:10,26.39,Uber,Mobilidade,Presencial,Cielo,Aprovada
529.341.806-89,450881******6024,2026-01-25,14:11:57,29.76,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
468.350.179-10,417733******6717,2026-04-02,01:13:52,49.17,LATAM,Viagens,Presencial,Cielo,Negada
041.263.897-50,461541******8543,2026-04-16,10:04:09,41.18,iFood,Alimentação,Presencial,Getnet,Aprovada
625.840.173-26,478981******3145,2026-02-19,05:54:17,13.83,PlayStation,Games,Presencial,Rede,Aprovada
506.824.379-56,404164******3541,2026-06-15,21:55:08,26.61,iFood,Alimentação,Presencial,PagSeguro,Aprovada
241.309.678-78,404718******7306,2026-06-27,03:27:15,107.86,Amazon BR,E-commerce,Presencial,PagSeguro,Negada
150.492.863-60,439658******4623,2026-04-03,02:48:49,42.48,Carrefour,Supermercado,Presencial,Rede,Aprovada
473.602.815-71,418525******2169,2026-04-18,08:20:08,10.58,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
246.510.983-98,418056******7604,2026-06-01,16:06:36,34.21,Netshoes,Varejo,Online,Stone,Aprovada
036.594.827-65,418727******6061,2026-03-04,08:58:29,61.95,Shell,Combustível,Presencial,Stone,Aprovada
512.083.476-08,447907******4482,2026-02-16,05:07:08,21.4,Shell,Combustível,Presencial,Cielo,Aprovada
014.596.723-99,489085******9779,2026-02-09,02:16:05,52.44,Booking,Viagens,Presencial,PagSeguro,Aprovada
540.167.382-53,483670******5810,2026-05-20,06:25:24,63.28,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
941.708.325-23,497345******4780,2026-03-13,05:14:28,49.49,Drogasil,Farmácia,Presencial,Getnet,Aprovada
596.807.432-92,438302******2154,2026-01-26,08:58:19,21.14,PlayStation,Games,Presencial,Getnet,Aprovada
619.347.250-99,471571******7859,2026-06-09,11:53:45,8.0,Loja Online X,E-commerce,Presencial,Rede,Aprovada
034.782.659-83,442947******1081,2026-05-24,08:03:01,62.99,Shell,Combustível,Presencial,Cielo,Aprovada
627.541.938-55,430756******4883,2026-06-07,12:09:46,31.68,Booking,Viagens,Presencial,Stone,Aprovada
985.371.246-64,422101******6493,2026-01-29,07:39:43,76.71,Magalu,Varejo,Presencial,Stone,Aprovada
743.526.198-09,420589******8554,2026-05-24,03:16:09,10.83,Loja Online X,E-commerce,Online,Getnet,Aprovada
918.425.067-49,497283******9994,2026-05-09,15:14:52,62.53,PlayStation,Games,Presencial,PagSeguro,Aprovada
087.924.163-22,433906******2447,2026-02-19,09:02:24,35.56,Decathlon,Esportes,Online,Stone,Aprovada
076.483.291-31,423608******7992,2026-06-25,02:51:58,39.25,Shell,Combustível,Presencial,Getnet,Aprovada
042.536.178-08,485702******8851,2026-01-03,07:16:33,15.38,Drogasil,Farmácia,Presencial,Getnet,Aprovada
634.150.879-48,407992******2998,2026-04-13,21:25:40,44.65,Apple,Tecnologia,Presencial,Rede,Aprovada
915.307.248-05,463228******5047,2026-04-12,07:00:34,54.05,Carrefour,Supermercado,Presencial,Cielo,Aprovada
104.965.823-05,425131******3360,2026-03-18,18:51:03,42.23,Netshoes,Varejo,Presencial,Getnet,Aprovada
459.806.127-85,426141******4274,2026-03-09,01:05:41,117.74,iFood,Alimentação,Presencial,Stone,Negada
059.268.374-56,408199******4521,2026-03-01,03:05:06,64.47,Booking,Viagens,Online,Cielo,Negada
406.872.913-13,442783******7735,2026-06-25,13:11:28,51.88,Steam,Games,Online,Rede,Aprovada
895.632.470-00,427130******1578,2026-06-27,10:33:58,22.37,Drogasil,Farmácia,Presencial,Cielo,Aprovada
309.825.741-50,422272******4189,2026-02-12,07:18:40,49.16,PlayStation,Games,Presencial,Getnet,Aprovada
763.952.418-00,462583******7287,2026-02-08,04:14:56,92.3,Netshoes,Varejo,Presencial,Stone,Aprovada
824.067.935-83,434706******8766,2026-02-07,23:07:58,31.42,iFood,Alimentação,Presencial,Rede,Aprovada
405.396.817-84,487766******5147,2026-03-25,19:38:27,24.33,Loja Online X,E-commerce,Online,PagSeguro,Aprovada
902.675.841-30,437285******6314,2026-04-28,13:11:02,81.03,Mercado Livre,E-commerce,Presencial,Cielo,Aprovada
571.486.293-73,452973******2507,2026-04-23,07:08:57,58.43,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
481.259.076-02,462820******6675,2026-03-04,01:44:38,1192.56,Loja Online X,E-commerce,Online,Rede,Aprovada
829.534.167-73,435517******0814,2026-03-18,19:31:02,23.79,Steam,Games,Presencial,Getnet,Aprovada
460.921.375-34,427006******0256,2026-01-03,01:29:12,76.76,Steam,Games,Presencial,PagSeguro,Negada
503.924.817-23,491589******2236,2026-06-16,09:49:04,18.42,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
